id,City,txn_date,card_type,expense_type,Gender,Amount
20169,Surat,23-10-2013,Silver,Bills,M,28965
20215,Kanpur,23-10-2013,Signature,Fuel,F,84892
20721,Hyderabad,23-10-2013,Platinum,Entertainment,M,198227
20978,Kolkata,23-10-2013,Gold,Entertainment,M,246849
21143,Jaipur,23-10-2013,Signature,Bills,F,167379
24095,Surat,23-10-2013,Gold,Grocery,F,114985
24516,Kanpur,23-10-2013,Silver,Grocery,F,28004
24678,Lucknow,23-10-2013,Signature,Food,M,51724
25340,Surat,23-10-2013,Signature,Travel,M,115278
25342,Kanpur,23-10-2013,Gold,Travel,F,97330
25613,Surat,23-10-2013,Platinum,Travel,M,12510
25812,Chennai,23-10-2013,Platinum,Travel,F,178975
1354,Bengaluru,24-10-2013,Silver,Food,F,107100
2246,Greater Mumbai,24-10-2013,Platinum,Fuel,M,16449
2347,Bengaluru,24-10-2013,Gold,Fuel,M,95578
2545,Delhi,24-10-2013,Gold,Fuel,F,173318
2757,Bengaluru,24-10-2013,Silver,Bills,F,73331
2863,Ahmedabad,24-10-2013,Silver,Entertainment,F,261231
4347,Greater Mumbai,24-10-2013,Gold,Fuel,F,224271
5582,Greater Mumbai,24-10-2013,Gold,Food,M,9201
5870,Bengaluru,24-10-2013,Silver,Fuel,F,111010
7014,Ahmedabad,24-10-2013,Signature,Grocery,F,22951
7146,Greater Mumbai,24-10-2013,Silver,Entertainment,M,41362
7216,Greater Mumbai,24-10-2013,Platinum,Food,F,202674
7588,Delhi,24-10-2013,Silver,Fuel,M,154525
7861,Ahmedabad,24-10-2013,Silver,Bills,M,79956
8875,Ahmedabad,24-10-2013,Silver,Entertainment,M,260339
8897,Ahmedabad,24-10-2013,Platinum,Bills,M,41095
9264,Bengaluru,24-10-2013,Platinum,Grocery,F,204207
10195,Delhi,24-10-2013,Signature,Entertainment,F,157217
10200,Delhi,24-10-2013,Platinum,Grocery,F,14500
10392,Delhi,24-10-2013,Signature,Bills,F,4042
11587,Greater Mumbai,24-10-2013,Platinum,Entertainment,M,99114
13140,Ahmedabad,24-10-2013,Silver,Fuel,M,200707
13526,Bengaluru,24-10-2013,Signature,Bills,M,250495
14126,Lahar,24-10-2013,Signature,Food,F,125489
14160,Vikramasingapuram,24-10-2013,Platinum,Food,M,93207
15565,Nautanwa,24-10-2013,Signature,Food,M,298676
16737,Guwahati,24-10-2013,Silver,Food,M,195631
17649,Madhugiri,24-10-2013,Platinum,Entertainment,M,282820
18064,Tanuku,24-10-2013,Platinum,Entertainment,M,295361
18185,Nawada,24-10-2013,Signature,Bills,F,238484
18297,Ichalkaranji,24-10-2013,Signature,Grocery,M,158217
18306,Kunnamkulam,24-10-2013,Gold,Grocery,F,216428
19392,Shahjahanpur,24-10-2013,Silver,Food,F,149653
19810,Keshod,24-10-2013,Gold,Bills,F,55571
19830,Koyilandy,24-10-2013,Signature,Grocery,F,277060
20879,Pune,24-10-2013,Platinum,Bills,F,20258
20891,Jaipur,24-10-2013,Signature,Entertainment,M,57644
21116,Lucknow,24-10-2013,Platinum,Entertainment,M,289907
21594,Chennai,24-10-2013,Platinum,Food,F,150527
22135,Kanpur,24-10-2013,Platinum,Fuel,F,284676
22308,Pune,24-10-2013,Signature,Bills,F,62779
23559,Surat,24-10-2013,Platinum,Grocery,M,160001
23574,Jaipur,24-10-2013,Gold,Fuel,M,232754
24040,Chennai,24-10-2013,Platinum,Entertainment,F,108919
24301,Surat,24-10-2013,Signature,Bills,M,79717
25069,Hyderabad,24-10-2013,Signature,Food,M,11994
25240,Surat,24-10-2013,Silver,Bills,M,6191
25874,Surat,24-10-2013,Platinum,Travel,M,93132
161,Delhi,25-10-2013,Signature,Bills,F,576994
1398,Bengaluru,25-10-2013,Signature,Food,F,225578
1611,Delhi,25-10-2013,Silver,Grocery,M,38793
2378,Ahmedabad,25-10-2013,Signature,Fuel,F,132803
2407,Bengaluru,25-10-2013,Platinum,Fuel,M,67613
2704,Greater Mumbai,25-10-2013,Silver,Food,F,296385
3004,Greater Mumbai,25-10-2013,Signature,Bills,F,70885
3238,Bengaluru,25-10-2013,Silver,Entertainment,F,30391
4244,Delhi,25-10-2013,Silver,Grocery,M,247715
5117,Delhi,25-10-2013,Silver,Entertainment,M,233984
5170,Bengaluru,25-10-2013,Gold,Grocery,F,271783
5885,Greater Mumbai,25-10-2013,Silver,Bills,F,154879
7982,Greater Mumbai,25-10-2013,Silver,Fuel,M,181094
8114,Greater Mumbai,25-10-2013,Gold,Bills,M,4303
8565,Greater Mumbai,25-10-2013,Platinum,Bills,F,210484
9784,Greater Mumbai,25-10-2013,Platinum,Food,M,3656
11094,Delhi,25-10-2013,Platinum,Grocery,M,227074
11142,Delhi,25-10-2013,Platinum,Entertainment,M,244029
11624,Ahmedabad,25-10-2013,Platinum,Entertainment,M,75745
11647,Greater Mumbai,25-10-2013,Gold,Bills,M,237660
11702,Greater Mumbai,25-10-2013,Silver,Fuel,F,91450
11942,Bengaluru,25-10-2013,Signature,Food,F,42802
11997,Ahmedabad,25-10-2013,Silver,Grocery,M,40749
